,text,sentiment
915,Now as the fate of nat RT In parts of the developing world governance is done through patronage systems the dictator spends more money on his home RT Be very careful y all the pro life cultists are trying kill all of us,Negative
916,Franklin Graham calls for coronavirus quarant Coronavirus crisis exacts toll on people with disabilities Foolish People will get infected,Negative
917,Masks,Neutral
918,Texas,Neutral
919,CoronaVirusRT A amp E staff across four London hospitals told not to swab patients for COVID19 and ward staff told to swab only those who RT please fire this Clown Over 70 000 Americans have died Tens of thousands more will die So now is perfect time to disband the Coronavirus Task For RT Coronavirus deaths are projected to hit 3 000 people per day by June that s the number of people we lost during 9 11 Eve flummoxed,Negative
920,And why Because Trump is used to Softball Fox News,Neutral
921,Trump looked like an id They were forced to come in to put in another incompetent Judge tell the people the Here come the blue checkmarks On foodsystems foodsecurity and publichealth Excellent coverage COVID19RT A sequence is happening here that is a bit baffling,Neutral
922,1 Hard hit cities flattened curves and showed mitigation works,Negative
923,2 Else RT Admissions under critical care see sharp fall under Ayushman Bharat India News The Indian Express New Zealand stopped coronavirus in its tracks Britain has the highest death toll in Europe Don t let our government get RT Was it judge Munby who said what s the point of being safe if it makes you miserable Lifting lockdown must bring equalit RT UPDATE The EU forecast Wednesday that the eurozone economy would contract by a staggering 7 7 percent in 2020 warning the wrecka Very much worth your time Reports Inexperience and cronyism slowed Kushner led efforts to procure medical supplies CNNPolitics Lo Me Science denier amp Truth denier Rep Kevin Brady proudly tweeted that Texas is reopening safely,Negative
924,Yet TX just reported the RT The White House CoronaVirus Task Force headed by Vice President Mike Pence has done a fantastic job of bringing toge RT Trump Unveils New Coronavirus Seeking Missiles avoid Coronavirus just stay home,Positive
925,Covid 19,Neutral
926,19 Are Giving You Death and Calling It Liberty,Positive
927,The reckless Republicans opening America up to a deadly pandemic w I ll bet I can tell you exactly what the next bit of news involving the Joint Chiefs of Staff chairman will be https Breaking Rueters News Pompaeo needs to make up his mind on what the biggest lie of his life going to Protect Dr Judy Mikovits She needs your help FireFauci he s a criminal,Negative
928,Trump disbanding coronavirus task force,Neutral
929,First he started trolling his own task force,Neutral
930,Then started cont story on NPR Michigan Legislature Sues Gov Whitmer Seeking To End Coronavirus Emergency Orders The legislato Ways to Catch Corona Paul Simon Coronavirus Parody Song Remix via The plan is to default on public problem solving and then prevent the public from understanding the consequences of that def I reckon he s been visited by the ghost of coronavirus future RT The Trump administration is privately projecting a steady rise in coronavirus deaths while publicly encouraging states to open RT Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT To overcome COVID19 the world doesn t just need science It needs a commitment to help people beat this virus wherever t The Plandemic Coronavirus 5G and Vaccine Deception Full Documentary BitChuteRT BrexitTory Give me strength Why Do Democrat States Have the Highest Number of Coronavirus Deaths Why Does NYC Have Thousands of Deaths to Seoul South RT New Zealand stopped coronavirus in its tracks Britain has the highest death toll in Europe Don t let our government get RT abhei 31 year old young Police constable identified as Amit Rana showed no COVID 19 symptoms till Monday evening A few hours l RT When you look at flu each year disadvantaged Americans and those in at risk environments are disproportionately impac Tanzanian president blames lab after goat papaya test positive for coronavirus National It appears the plan is shamefully to have no plan,Negative
931,Americans will suffer,Negative
932,We must replace this administration in RT The UK becomes first country in Europe to pass 30 000 coronavirus deaths according to government figures,Neutral
933,If the doesn t commit itself to more transparency and accountability then the U S should lead the world s leadin RT intajMembers During the Covid 19 Pandemic,Positive
934,Introducing Specialized Technical Services Solutions and tools provided dur Intel shared among US allies indicates virus outbreak more likely came from market not a Chinese lab Isn t it strange the minute Trump talks about opening the country up his critics scream that the deaths will be on hi RT Them billionaires really don t like this lockdown thing States COVID 19 If anyone thought the worst has passed,Negative
935,Trump claimed Model is w o mitigation gt part to For millions of disabled people and their families the coronavirus crisis has piled on new difficulties and ramped up th RT BREAKING CNN EXTREME HIGH ALERT Sollozzo appoints ousted Googloid Eric Schmidt to enslave NYS Isn t it strange the minute Trump talks about opening the country up his critics scream that the deaths will be on hi New story on NPR As Businesses Reopen A Fight Is Brewing Over Worker Safety Lawsuits Republican Senate Leader Mit BMW cuts outlook sees coronavirus pain lasting all year Gov claim,Negative
936,The UK avoided the tragedy that engulfed other parts of the world,Negative
937,Reality,Neutral
938,The UK has the world s 2nd hi RT The American people have been warriors against the Coronavirus and it s time to start giving them their country back https RT F 16s will fly over Boulder other cities Wednesday in salute to coronavirus workers signed the petition calling for all overseas NHS staff working throughout the coronavirus crisis to be given t KissMyBot I don t believe the Coronavirus death toll numbers Do you If you don t believe the Death toll numbers you aren t alo RT I ll bet I can tell you exactly what the next bit of news involving the Joint Chiefs of Staff chairman will be RT He can t go to school because of himIs your child worried about COVID19 Learn the facts so you can answer your children s questions Make sure to exp Representative Sharice Davids statement on distribution of Coronavirus Relief Funds to tribal governments Inexcusable th All you people who lost your minds because he used big words and wore a hoody can get in the sea BBC News Coronavirus Cyber spies hunt Covid 19 research US and UK warn Because India has managed to get everything under control Don amp 8217 t Panic Coronavirus GDP and Unemployment via 39 This doesn t and never could remedy the substantial loss of legal protections to children in care rushed through withou RT Hey here s the simple summary,Negative
939,Your response to Coronavirus,Neutral
940,COMPLETE FAILURE,Negative
941,We re 1 Most cas RT Matharu They re lying we know they re lying amp they know we know they re lying We must resist becoming comfortably numb to a Ominous,Negative
942,herd immunity against COVID 19 will not be achieved at a population level in 2020 barring a public heal Sending my deepest thoughts and prayers,Neutral
943,Per more than 4 5 of hospitalized coronavirus patients in GA are black African Americans are essential employe Toscana Today decessicoronavirus guarigionicoronavirus isolamento isolamentocoronavirus dave Today the UK had a massive 6 111 new cases of Coronavirus The country with the very best testing in Europe Germany d Coronavirus Trump says virus task force to focus on reopening economy BREAKING Biden s edge evaporates as Trump seen as better suited for economy coronavirus response Fauci said he s willing to bet anything that people who recover from the new coronavirus are really protected from reinfec RT Biden s edge evaporates as Trump seen as better suited for economy coronavirus response poll shows Article AMP Reuter RT Trump talking about defaulting cancelling on US 1 1 Trillion in debt to China should trigger China talking about selling RT Coronavirus pandemic or not massive migrants transfers are taking place almost every day in Greece now,Positive
944,Here we have hun RT Ecuador s Moreno govt persecutes opponents as coronavirus catastrophe exposes its neoliberal war on public sector The Gr DOCTORS IN BLACK PlanDemic global plan to take control of our lives via T Coronavirus cases in Ahmedabad have risen to 4400 But nothing to worry,Negative
945,Gujarat Govt will soon construct a wall outside qua RT Encouraging to note that Zimbabwe is among SADC countries that have been considered for Coronavirus Lifeline by the RT I wasn t sure if would actually answer my questions here most politicians don t but she did and the res RT I wrote about the issue of coronavirus strains Despite the recent overblown stories there s no strong evidence that mor RT taking on Clinton AND Schiff in federal court RT German Bundesliga set to restart in second half of May It s no coincidence that sports are returning first in countries lik Lou Weiss is a carpet salesman now writing an op ed for the WSJ because both his daughters are print journalists i Perhaps if Dr Bright had been listened to we d have countless fewer cases amp casualties and less of a pounding on ou New story on NPR Uber Cuts Thousands of Jobs Citing Coronavirus Pandemic The ride hailing company is cutting 3 70 This man was found with gunshot wounds in his head neck and torso,Negative
946,He was also making very significant findings to RT And many of Americans especially small business owners and hard working people full of patriotism are simply immune RT CNN is destroying our nation from w in and so is all the FakeNews WE MUST STOP THIS MAGA2020 l RT This is a shockingly bad idea When I was a surgical intern Marsha Blackburn sent 2 armed US Marshals to subpoena me to Congress for my research into the A RT Pittsburgh Coronavirus Researcher Murdered Close to Very Significant Findings via,Negative
947,THIS IS WRONG,Negative
948,It s all about control,Neutral
949,FurherWalz is a damned disgrace ANY AGENCY or the individual HERE S A STAT WORTH SHARING,Positive
950,Global COVID19 coronavirus total recoveries have passed 1 200 000,Neutral
951,That s nearly 5x RT India reports highest COVID19 cases till date,Neutral
952,How is the curve flattening,Neutral
953,Which data is the Central govt looking at,Neutral
954,Manipula RT We voted in 1944 during World War II and in 1864 Attempts to alter the democratic process due to this virus will not RT BREAKING 155 Persons Die In Yobe State Within Six Days Over Suspected Coronavirus Symptoms State Governor Coordinat RT Ridiculous story Hospitals have plenty of ventilators abundance of masks and testing has sky rocketed These hit jobs are RT One upside we have enormous consumer power now,Negative
955,Businesses who violate the quarentine an those who put workers in ha RT NHS Northwick Park Hospital medics innovate using mobile dialysis machines to treat more patients full story below,Positive
956,UK coronavirus death toll continues to surge horrendously to 2nd worst in the world as our testing numbers fall back to RT Trump outbid governors on coronavirus supplies after telling them to buy their own Thanks for saying it Parents stop stressing about homeschooling The kids are all right,Negative
957,Trump Unveils New Coronavirus Seeking Missiles They ve done a million percent a better job than you lot could do What is it that the labour party has contributed to th RT Trump blames Russia investigation and his impeachment for not replenishing medical supplies during his 3 years as presid RT Q,Positive
958,Intentional coronavirus infection parties reported in Eastern Washington county,Positive
959,Close To Very Significant Findings In Coronavirus Study Killed In Murder Suicide via Texas Gov Greg Abbott Caught on Recording Saying Reopening Will Increase Spread of Coronavirus but it will make trump RT Study Coronavirus severity can be weakened by suppressing immune system Hint it starts with a C and ends with apitalism,Negative
960,aka this is what happens when Wall Street captures Congress and writes themsel RT REPREHENSIBLE Amid the coronavirus pandemic Trump s Secretary of Education Betsy DeVos continues to seize the wages of student RT A lovely quote from one of the many people we ve been helping during lockdown to keep making progress and think about the RT Here come the blue checkmarks At least 90 000 health care workers around the world have been infected with coronavirus according to data from the Internatio RT This nine year old Kenyan inventor has come up with an ingenious way to wash his hands and reduce the spread of the coronavirus RT Jagatsinghpur Reports Maiden COVID19 Cases Odisha s Tally Mounts To 185,Positive
961,COVID2019india OdishaFightsCorona,Neutral
962,I just read a study from Los Alamos scientists stating we re actually fightin Sending my deepest thoughts and prayers,Neutral
963,HERE S A STAT WORTH SHARING,Positive
964,Global COVID19 coronavirus total recoveries have passed 1 200 000,Neutral
965,That s nearly 5x RT Florida removed data from the state Department of Health website that showed 171 patients had coronavirus symptoms or pos RT In person instruction at UofSC Columbia will resume mid August This is a decision that has not been made lightly and will requi RT BREAKING Trump didn t wear a mask and was shaking hands after he landed in Phoenix for his coronavirus propaganda events Trum RT In Germany they gave 55 billion to hospitals and effectively doubled the number of ICU beds For too long it seemed like unelected doctors were making policy Economic toll was disastrous Pence confirms White H RT Coronavirus A seven month pregnant Indian migrant worker walks 500km to her village in Maharashtra amid lockdown htt RT Here come the blue checkmarks Here come the blue checkmarks I think if you read past what seems to me an overly sunny headline been there the Politico reporting is not inconsis RT Did you know,Positive
966,The 25 universities with the largest endowments were allocated 801 3 million in Coronavirus relief fundi internet connection has become an umbilical to the outside world Why the coronavirus lockdown is making the intern Shot to death,Negative
967,A medical researcher on the verge of making very significant coronavirus findings was found shot to deat The government has issued a notice under the Coronavirus Act 2020 confirming that local authorities and health comm CMSD and school districts across the country need your help support the Council of the Great City Schools call for RT My early hypothesis of a different strain in Italy has been confirmed The D614G mutation swaps Asp for Gly in S prote RT And many of Americans especially small business owners and hard working people full of patriotism are simply immune RT Trump says he s ending the coronavirus task force At the height of the pandemic Because he s a sociopath Risking the health and finance of these families provides zero benefit to the US economy,Positive
968,12 7 million workers have Nancy Pelosi s latest coronavirus bill would bail out corporate lobbyists It s been nice knowin ya General RT Kang Gary s son You don t have work because of coronavirus Don t buy me more,Positive
969,30 months old kid can be this matured RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I TRUMP TWEETS Announcement on future of Coronavirus Task Force via Trump Unveils New Coronavirus Seeking Missiles Hydroxychloroquine proves to be powerful drug in fight against coronavirus via OA RT Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT JUST IN China won t allow access to investigate source of coronavirus until final victory against virus Did you know,Neutral
970,The 25 universities with the largest endowments were allocated 801 3 million in Coronavirus relief fundi RT Disney theme parks have lost over 1 billion due to coronavirus closures The American people have been warriors against the Coronavirus and it s time to start giving them their country back https RT Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit UK France Italy Spain and Belgium are all countries with Universal Health Care and mo This is absolutely not true C has not taken all control from anyone nor has our union s constitution been What proportion of the deaths will be among African Americans Latinos other people of color This is getting awf Well run States should not be bailing out poorly run States using CoronaVirus as the excuse The elimination of Sanct RT The competition watchdog is investigating unfair coronavirus cancellation policies If you re struggling to get a refun RT kelly2 You don t say New discoveries shift coronavirus timeline by months It has been a sad realization of how many people have this perspective Now that Kushner is in charge of finding a Coronavirus vaccine if you think any other vaccine in development that won t be RT Hint it starts with a C and ends with apitalism,Positive
971,aka this is what happens when Wall Street captures Congress and writes themsel Fantastique Bill Gates of HELL When did you first realise that you were a dangerous psychopath was it at the time you damag A gift that wasn t expected to be repaid but is when it s needed most There s amazing and wonderful news out there I am guessing Daffy Duck and Duncan Lemp will be visiting a lot of NOLA restaurants due to this unconstitutional po taking on Clinton AND Schiff in federal court The CDC has added six new symptoms to its list for the coronavirus What you need to know Home Secretary Priti Patel urged to act on unacceptable rise in hate crimes against Chinese people in Britain,Negative
972,Sky New RT Except he did not say that at all He said the evidence suggests it was not released intentionally PHOTO 200506 Gentle Monster updated with Jentle Home 2,Positive
973,Due to Coronavirus COVID 19 this space requires all visitor RT 900 Missouri Residents Who Snitched on Lockdown Rule Breakers Fear Retaliation After Details Leaked Online TheI RT JUST IN Harry and Meghan share video of Archie in Los Angeles on his first birthday DuchessMeghan reading to her son as p RT This didn t have to happen The Trump Administration failed to take action and produce desperately needed protective equipmen RT Donald Trump s ABC interview was a trainwreck TrumpVirusCoverup,Negative
974,WTF is going on here Who would want him dead and why,Negative
975,was always n favour of talking about sex lives scientifically since watching a bootleg VHS tape of John Clease hu Carmody Trump the GOP and the Right Wing Echo Chamber are gaslighting the country with a warrior narrative that pathetically RT BREAKING NEWS 47 more people have tested positive for coronavirus 32 from Mombasa and 18 of these 32 positive cases in RT Layoffs that just a month ago were labeled temporary are now being tagged indefinite or permanent It s been nice knowin ya General Fighter jets swoop past Boston in salute to health care workers amid coronavirus pandemic MassSal RT Trump Death Clock seeks to bring accountability for reckless leadership David Muir when th set to hold coronavirus briefing Wednesday gt gt ICYMI Trump s response to ABC asking him why he wasn t more prepared for the coronavirus was Well I ll be honest uh I ha I think they are not only shortsighted but dangerous WA Gov Inslee pushes back on GOP lawmakers who filed a la A Native American health center requested supplies to help them fight Coronavirus but the government sent them body bag How is the COVID19 pandemic affecting you Do you still have access to the care you need Take the new We don t have enough data to say whether restrictions in New York are working to reduce spread in US NY had 30 000 new r RT Coronavirus cases in Ahmedabad have risen to 4400 But nothing to worry,Positive
976,Gujarat Govt will soon construct a wall outside qua infection Excellent infection Webinar this evening I was frantically taking notes So much to learn about coronavirusRT Good News 15 000 people have recovered from coronavirus infection in India,Positive
977,CoronavirusIndiaRT As a reminder yesterday the United State reported almost 25 000 new cases of Coronavirus and 2 350 deaths,Positive
978,South Kor RT Dear God CBS News faked coronavirus patients for a broadcast This is why we do not trust anything you say This is why RT A sequence is happening here that is a bit baffling,Positive
979,1 Hard hit cities flattened curves and showed mitigation works,Negative
980,2 Else RT This is a Republican congressional candidate proudly tweeting about a reopen NM rally she attended in Los Alamos a to UK Coronavirus Testing Stays Below 100 000 For Fourth Day Running Over 70 000 Americans have died Tens of thousands more will die So now is perfect time to disband the Coronavirus Task For In other words nothing and also in complete denial of any responsibility for his inaction and incompetence Alway Shot to death,Negative
981,A medical researcher on the verge of making very significant coronavirus findings was found shot to deat RT Kelly Loeffler clearly profited in her position as a Senator She profited while America s citizens suffered Could COVID19 be the result of safety lapses in the course of basic scientific research My take on what we know so fa RT Trump s malignant narcissism makes it impossible for him to acknowledge reality When confronted with its painful aspects RT taking on Clinton AND Schiff in federal court RT NEW Italy reports 8 014 newly recovered coronavirus patients a single day record RT I can finally confirm that I am healed Thank you once again for your support,Positive
982,Medical Researcher on Verge of Making Very Significant Coronavirus Breakthrough Shot to Death,Negative
983,WTF Some people don t Why is social distancing so important via I ll be honest uh I have a lot of things going on says trump It s true he held rallies golfed and has binged RT DfE has amended its guidance on children s social care to remove all references to LAs not complying with duties after le McSally China Will Be Held Accountable for Coronavirus We Need to Ensure That They Pay Breitbart Biden s edge evaporates as Trump seen as better suited for economy coronavirus response poll shows Article AMP Reuter RT Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT We must break away from the worldview that suggests everybody should try to become a billionaire and you can lie cheat an Live New York Gov Andrew Cuomo Holds Coronavirus Briefing NBC News via JUST IN UK coronavirus death toll reaches 30 000 the highest in Europe according to figures by the Office for Natio RT Mission Accomplished RT Members have been raising concerns with us that they do not know how to register for support and are unable to secure RT Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT We lost 232 New Yorkers yesterday to Coronavirus,Positive
984,That is 232 families that are suffering today,Negative
985,Yes we have made grea RT iPhone contract tracing,Positive
986,Only the Apple built App will work now there s a surprise,Positive
987,Ben Shapiro Coronavirus reopening Is it time for a controlled avalanche strategy,Neutral
988,Wean people off support Stop them becoming addicted What dreadful terms to use against workers who through no fault RT Supporters of Prince Harry and Duchess Meghan have raised over 40 000 and counting for vulnerable children affected by the RT Florida removed data from the state Department of Health website that showed 171 patients had coronavirus symptoms or pos RT What can be more sad when one of our brother is Martyrd in fight against coronavirus The young 31 years old ct Ami RT This is a serious crime I am sure this AIMIM man must have been arrested by now Many ventilators did not work because you let the maintenance contract lapse Layoffs that just a month ago were labeled temporary are now being tagged indefinite or permanent Let s give Jared something a little less challenging Say Leading massive door to door collection amp recycling of textile f RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I RT With 71 000 dead from coronavirus inadequate testing and supplies it seems a bad idea to rush to reopen the country,Negative
989,How RT This Story Is Insane RT Scientist whose coronavirus model is used by CDC warns states may have to close again BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Negative
990,Well Well Well and they re talking about lifting lockdown restrictions Joint Chiefs of Staff chairman says evidence suggests coronavirus was not manmade or released from lab India reports highest COVID19 cases till date,Positive
991,How is the curve flattening,Neutral
992,Which data is the Central govt looking at,Neutral
993,Manipula RT HealthcareHeroes,Neutral
994,The coronavirus is real says Sister Maria Thuse from CH Baragwanath Hospital She urges everyone to RT taking on Clinton AND Schiff in federal court This is not to fight the virus It is to keep inmates from showing the world what is happening behind bars with the virus Didn t he say the opposite earlier,Positive
995,xxx UK,Neutral
996,Coronavirus Customer Support Line on 0800 0121 614 This office is now closed We are open Mon Sun from 8 Today the Senate will confirm a Director for the National Counterintelligence and Security Center Our domestic fight wit RT My mother just passed away from the coronavirus I lost my father to the same on Saturday My brother is sick now too Can I RT My co workers want doors locked on the two cars where the crew rides Bus drivers want to let passengers enter through the ba Turkey starting new phase in coronavirus battle government says What do you think about Washington state nonprofit filing lawsuit saying Fox News misled viewers about coronavirus https RT Health Deadline extended for EUCancerPlan public consultation,Negative
997,Due to the coronavirus pandemic we have extended the deadline to RT BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Negative
998,Well Well Well New York let coronavirus infected nurses work in upstate nursing home via Hint it starts with a C and ends with apitalism,Positive
999,aka this is what happens when Wall Street captures Congress and writes themsel RT OYC give Igbo governors 14 days Ultimatum to repatriates imported Almajiris back to north,Neutral
1000,Northern Elders are export RT What can be more sad when one of our brother is Martyrd in fight against coronavirus The young 31 years old ct Ami RT Here come the blue checkmarks has always been true Starting w the too late closures contact tracing in Westchester in response to communit This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT Right because the Coronavirus pandemic doesn t need any funds right now TrumpIsTheWORSTPresidentEVER h Coronavirus latest Germany can be bold easing restrictions Merkel says Fauci said he s willing to bet anything that people who recover from the new coronavirus are really protected from reinfec RT Devon has more Coronavirus deaths than Australia RT Researcher Close To Very Significant Findings In Coronavirus Study Killed In Murder Suicide vi Coronavirus Italy s desperate receive mafia offers they can t refuse di Vis I ve signed the petition calling for all overseas NHS staff working throughout the coronavirus crisis to be given the righ Only 5 RT President Trump s administration has worked tirelessly to combat the outbreak on every front wielding every avai RT Coronavirus The seven types of people who start and spread viral misinformation am so surprised RT Coronavirus PopeFrancis calls for fasting during day in Ramadan for end of COVID 19,Negative
1001,Pope Francis has called on b My dad died from coronavirus and I might have brought it home to him UK News Sky News This is great news for however is this going to be just another reason will provide when they pivot drop Would be hilarious if it wasn t so sadly true RT The right wing press is holding a scientist to account for his sex life more than it s holding the government to account f RT Coronavirus cases in Ahmedabad have risen to 4400 But nothing to worry,Positive
1002,Gujarat Govt will soon construct a wall outside qua RT Scott Dworkin said Trump is ending the task force during the height of the pandemic because he s a sociopath This is via F China knows exactly where the virus came from just more their BS We re onto you China we re done with youRT ALL THE TESTS ARE FALSE,Neutral
1003,They even found corona in goats amp pawpaws,Neutral
1004,htt RT Please sign my petition calling for the investigation of Fauci and the CDC for murder in the cover up of Hyrdoxychloroqu RT Truly impossible to make any of this shit up NHSX is relying on Android herd immunity strategy to overcome shortcomin I m back from the dead and I can tell you he said This will kick your ass,Negative
1005,Happy to see Mr Flor has recove And yet we re continually told that Mark Newman s position as a board member for Meds in Motion was irrelevant https RT At least 90 000 health care workers around the world have been infected with coronavirus according to data from the Internatio RT Biggest failure in a generation Where did Britain go wrong,Negative
1006,Australian newspapers on UK,Neutral
1007,Doing what BBC refuses too,Neutral
1008,coro Snyder 85 Veritas The FOX News Coronavirus litigation is still ongoing RT There s now been over 250 000 Coronavirus deaths worldwide,Negative
1009,Over 10 of all these deaths have been in the UK Even tho RT Coronavirus India Update Nationwide tally crosses 50 000 with record jump in Maharashtra,Neutral
1010,Also Maharashtra reported a rec RT,Neutral
1011,Here s the FACT they DON T want you to focus on,Positive
1012,ferguson deadcat AskTheHealthSecretary wato bbcpm Daily RT 5 times the CDC got it wrong on coronavirus Just The News Cuomo Gives People Another Reason to Hate New York He ll Tax Coronavirus Volunteers Boris Johnson told Parliament today his Government achieved 120 000 tests for coronavirus on 30 April Matt Hancock s RT JessSayin Yet nobody else is interesting so Wendy s wasn t lying about the freshness of their burgers sujatha This was a rare opportunity given to us workers to voice our side Very rare indeed,Negative
1013,Proud to have been involved in this decision making process Proud to attend a university that holds student health amp safe here it is the clown is declaring victory and moving on to his Nazi rallies while coronavirus victims will be left These stories are heartbreaking and remind us that the numbers we see in the news are more than just statistics Every death RT read this read this read this read this read this,Neutral
1014,Death Clock seeks to bring accountability for reckless leadership atl Quick question Do any of you personally know of anyone that has contracted or died from coronavirus RT Walla Walla really is our Florida RT Update following the latest official figures from the four UK nations a cautious estimate of the excess deaths linked to RT What can be more sad when one of our brother is Martyrd in fight against coronavirus The young 31 years old ct Ami RT Story fails to point out that 1 DeSantis covered up nursing home infections 2 the medical examiners still aren t re RT The team of professors at ASU and U of A was compiling the most robust public model in Arizona of COVID 19,Negative
1015,Now as the RT The zoo called Nigeria is a failed experiment that we must bin,Negative
1016,Join the next CoronaVirus update via my FB page Rad RT Pres Trump said yesterday the WH will phase out its coronavirus task force He explained by saying Well because we can t ke Critical mass of Android users needed for success of NHS contact tracing app A new survey has found that 1 3 of Americans say they will NOT accept a coronavirus vaccine Those between 18 amp 24 were t RT 007 Yale Epidemiologist U S Handling of Coronavirus Awfully Close to Genocide by Default via RT SOCIAL EXPERIMENTS EVENT 201 amp DART EX RT Siskind Gee who could have been this coming,Positive
1017,Gov Brian Kemp warned on Tuesday that a growing coronavirus outbreak is stre RT In the last few days the Indian government has loosened up the coronavirus lockdown rules drawing people into the streets A RT At times it s better to not try your luck Staying at home is your best bet against Coronavirus GameOfLife TakingOnCo RT nemi Messi s face like back to carrying this team God hepp me RT It s been nice knowin ya General Coronavirus Handyman spends lockdown in Bamburgh Castle Dominic clearly didn t watch Everton 0 Arsenal 0 in DecemberRT How much of the Coronavirus consequences are a curse and how many are a blessing Remember that all things work together RT Breitbart is on to that infamous Harvard Marxist lolololololol Maybe it s time to see Life from a different perspective now and Bhajju Paa singh each word that you ve spoken will RT The world has started to ease down the lockdown restrictions We should know that without precautions Coronavirus may halt life RT So basically the excess mortality rate in London alone is greater than the entire number of deaths from Covid in Germany,Positive
1018,i I m just astonished that you would make numbers up like that Literally Fox News hosts Jeanine Pirro and Brian Kilmeade received priority treatment for PPE requests from Kushner s coronavirus t RT Dr Rick Bright who says he was shoved out of his coronavirus response job for pushing back on efforts to fund drugs promoted RT The burdens and sacrifices in the age of COVID echo unevenly in ways that deserve much more attention,Positive
1019,In person instruction at UofSC Columbia will resume mid August This is a decision that has not been made lightly and will requi RT Sending my deepest thoughts and prayers,Neutral
1020,Know who YOU are,Neutral
1021,You are PATRIOTS,Neutral
1022,NOT lemmings,Neutral
1023,Do NOT let fear win,Negative
1024,They are running out of ammo,Neutral
1025,MSM is no longe RT Now that Kushner is in charge of finding a Coronavirus vaccine if you think any other vaccine in development that won t be India coronavirus lockdown Train leaves with stranded migrants Cuts Deep Scars Through Meatpacking Cities VIDEO We Are Not Dismissing Use of Local Herbs To Fight COVID 19 Says Nigeria Health Minister,Negative
1026,coronavirus COVID1 Washington Times subtweets Solomon What Is the BC strategy to hold on for a Vaccine with restrictions in place Even though there UK Boris Johnson said Keir Starmer wrongly stated care home coronavirus deaths are increasing,Positive
1027,Starmer responded that the RT NEW POLL is great news for edge evaporates as seen as better suited for economy co Ok then RT Turkey s coronavirus figures May 6 testing positive for the coronavirus four times in six weeks Paulo Dybala confirms he s made a full recovery You know how the White House knows that it s safe to hold a press conference,Positive
1028,They test the reporters,Neutral
1029,What do they do bef RT UK coronavirus death toll continues to surge horrendously to 2nd worst in the world as our testing numbers fall back to RT Download our vulnerableworkers amp COVID19 Action Toolkit written by,Negative
1030,Offering imme RT Not surprised by this and suspect was in many countries b4 reported Raises lots of questions re infection rate etc All in al RT The White House is blocking key officials from testifying to Congress about the response to the coronavirus crisis This This is messed up Project Veritas catches coronavirus testing site in Michigan being staged for CBS This Mornin Well run States should not be bailing out poorly run States using CoronaVirus as the excuse The elimination of Sanct Researcher on verge of making very significant coronavirus findings shot to death via Pres Trump said yesterday the WH will phase out its coronavirus task force He explained by saying Well because we can t ke Coronavirus Omar Taylor receives heartwarming welcome home after beating COVID 19 Corona csed in world wide report,Negative
1031,coronavirus Joint Chiefs of Staff chairman says evidence suggests coronavirus was not manmade or released from lab These stories are heartbreaking and remind us that the numbers we see in the news are more than just statistics Every death RT This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT I guess backing healthcare workers in this fight only goes so far Fuck it let em die is an interesting policy choice in an election year,Negative
1032,Maharashtra,Neutral
1033,In order to combat coronavirus the people NGOs entrepreneurs traders children I ve never witnessed someone with some degree of medical training so stupid in all my life,Negative
1034,Fauci said he s willing to bet anything that people who recover from the new coronavirus are really protected from reinfec Surat CoronaVirus gujaratinews navgujaratsamay gujarat brekaingnews coronaupdate According to House Majority Leader Steny Hoyer on a call this morning a priority for Dems in the next coronavirus sti I ve just signed the petition calling on the UK government to protect people returning to work by making workplace As Helen Thomas told me If you re looking to make friends you re in the wrong business And if you re not getting them m RT BREAKING Trump didn t wear a mask and was shaking hands after he landed in Phoenix for his coronavirus propaganda events Trum Coronavirus scams in the UK have caused losses of almost 1m via BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Negative
1035,Well Well Well RT This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT I have to correct something I said on the radio today,Positive
1036,I was talking about how my wife checks off all the compromised boxes RT Bernie Sanders has raised 6 million for corona relief charities,Positive
1037,SIX MILLION DOLLARS 58 percent of workers at Tyson meat factory in Iowa test positive for coronavirus BREAKING NYC will use powerful ULTRA VIOLET LIGHTS to kill the coronavirus on subways and buses,Positive
1038,Well Well Well RT Coronavirus Bishop Oyedepo condemns opening of markets and locking of churches Video Coronavirus in Australia,Positive
1039,Cases 6 875,Neutral
1040,Deaths 97,Neutral
